Species_ID	Gene_ID	Group	Annotation	Main_catalytic_domain_(Pssm-ID)	Additional_domains_(Pssm-ID)	Notes
Mgal	VDI24665.1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Mmar	MMAM00000032793	Fox	Fox-OG16/NA	Forkhead_domain_Q2_(410809)	N/A	-
Mmer	XP_045177123.2	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Mphi	scaf.70200.0.4	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Obim	XP_014771053.1	Fox	Fox-OG16/NA	Forkhead_domain_Q2_(410809)	N/A	-
Oedu	XP_048728661.2	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Osin	XP_036362897.1	Fox	Fox-OG16/NA	Forkhead_domain_Q2_(410809)	N/A	-
Pmar	DN43205.c4.g1.i12.p1	Fox	Fox-OG16/NA	Forkhead_domain_Q2_(410809)	N/A	-
Pmax	XP_033752233.1	Fox	Fox-OG16/NA	Forkhead_domain_Q2_(410809)	N/A	-
Ppur	DN4666.c0.g1.i2.p1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Pstr	KAK3581527.1	Fox	Fox-OG16/NA	Forkhead_domain_Q2_(410809)	N/A	-
Pvir	s00194g51	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Pyes	XP_021353413.1	Fox	Fox-OG16/NA	Forkhead_domain_Q2_(410809)	N/A	-
Rdec	DN22502.c0.g4.i1.p1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Rphi	XP_060599562.1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Rphi	XP_060601370.1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Sbro	EVM0002125.1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Scon	Chr14.1628	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Tsqu	DN2384.c1.g1.i1.p1	Fox	Fox-OG16/NA	Forkhead_domain_(410788)	N/A	-
Airc	Contig438.5	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Apec	DN23140.c1.g1.i1.p1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Apur	scaffold.333.74	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Cang	XP_052712245.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Cari	EVM0012682.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Cflu	DN113069.c3.g1.i4.p1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Cpli	DN76173.c0.g1.i2.p1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Csin	Hic.asm.2.1802	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Csin	Hic.asm.2.1455	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Cvir	XP_022286391.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Dpol	XP_052282333.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Dpol	XP_052234537.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Gaeg	XP_041366058.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Hbia	M00000014061	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Hruf	XP_046335487.2	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Mare	XP_052798013.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Mcal	XP_052064572.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Mcor	CAC5375062.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Medu	CAG2224977.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Mmar	MMAM00000037791	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Mmer	XP_053384136.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Mmod	DN27089.c0.g1.i1.p1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Mner	g144243.t1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Oedu	XP_048731286.2	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Pcor	DN5679.c0.g2.i1.p1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Pcor	DN5679.c0.g1.i15.p1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Pcor	DN13056.c0.g1.i1.p1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Pcor	DN13056.c0.g2.i2.p1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Pgen	DN28413.c1.g1.i2.p1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Pmar	DN44947.c1.g2.i3.p1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Pmax	XP_033751305.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Poku	DN37223.c1.g1.i8.p1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Ppur	DN3451.c0.g1.i1.p1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Pstr	KAK3597624.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Pvir	s00219g11	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Pyes	XP_021377259.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Rdec	DN22152.c4.g4.i1.p1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Rphi	XP_060569990.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Sbro	EVM0023670.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Sglo	Sgl005561	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Sgra	DN54780.c0.g1.i1.p1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Tgra	KAJ8299135.1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Tsqu	DN6434.c0.g1.i7.p1	Fox	Fox-OG2/NA	Forkhead_domain_M_(410803)	N/A	Manually_annotated_as_Fox-M
Airc	Contig465.41	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Amar	Ama25953	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Apur	scaffold.867.41	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Apur	scaffold.381.16	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Cang	XP_052700156.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Cari	EVM0004465.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Cgig	XP_011435457.2	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Csin	Hic.asm.16.939	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Cvir	XP_022334263.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Dpol	XP_052278575.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Dpol	XP_052278576.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Dpol	XP_052278604.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Hruf	XP_046341176.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mare	XP_052791887.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mare	XP_052791890.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mare	XP_052791888.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mare	XP_052791891.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mcal	XP_052098761.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mcal	XP_052099555.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mcor	CAC5419385.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mcor	CAC5380823.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mcor	CAC5379920.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mcor	CAC5419389.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mcor	CAC5419386.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mcor	CAC5419381.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mcor	CAC5419382.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mcor	CAC5419383.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mcor	CAC5419387.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mcor	CAC5419380.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mcor	CAC5419388.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Medu	CAG2214460.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Medu	CAG2194706.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Medu	CAG2198066.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Medu	CAG2198058.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Medu	CAG2198055.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Medu	CAG2214461.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Medu	CAG2198060.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Medu	CAG2198057.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Medu	CAG2198065.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Medu	CAG2198059.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Medu	CAG2198056.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Medu	CAG2234548.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Medu	CAG2198063.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Medu	CAG2198061.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Medu	CAG2198064.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Medu	CAG2198062.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mgal	VDI02350.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mgal	VDI39859.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mgal	VDI15906.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mgal	VDI02348.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mgal	VDI15903.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mgal	VDI02347.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mgal	VDI15905.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mgal	VDI02349.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mgal	VDI15904.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mmer	XP_053405097.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mmod	DN6982.c0.g1.i3.p1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Mphi	scaf.15444.0.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Oedu	XP_056021213.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Pmar	DN30963.c0.g1.i1.p1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Pmax	XP_033751006.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Pmax	XP_033749723.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Pvir	s03437g48	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Pyes	XP_021360588.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Rphi	XP_060585777.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Sbro	EVM0013029.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Scon	Chr5.396.1	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Sglo	Sgl013625	Fox	Fox-OG28/NA	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2c
Acal	XP_005102249.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Airc	Contig636.41	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Amar	Ama26012	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Apur	scaffold.313.52	Fox	Fox-OG39/NA	Forkhead_domain_E_(410793)	N/A	Manually_annotated_as_Fox-AB
Bgla	XP_055874345.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Cang	XP_052699279.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Cari	EVM0018541.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Cgig	XP_011441298.1	Fox	Fox-OG39/NA	Forkhead_domain_E_(410793)	N/A	Manually_annotated_as_Fox-AB
Cvir	XP_022334408.1	Fox	Fox-OG39/NA	Forkhead_domain_E_(410793)	N/A	Manually_annotated_as_Fox-AB
Cvir	XP_022334077.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Dpol	XP_052278569.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Gaeg	XP_041375984.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Hbia	M00000015535	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Hruf	XP_046350707.2	Fox	Fox-OG39/NA	Forkhead_domain_E_(410793)	N/A	Manually_annotated_as_Fox-AB
Hruf	XP_046350710.1	Fox	Fox-OG39/NA	Forkhead_domain_E_(410793)	N/A	Manually_annotated_as_Fox-AB
Hruf	XP_046350686.2	Fox	Fox-OG39/NA	Forkhead_domain_E_(410793)	N/A	Manually_annotated_as_Fox-AB
Hruf	XP_046350709.2	Fox	Fox-OG39/NA	Forkhead_domain_E_(410793)	N/A	Manually_annotated_as_Fox-AB
Hruf	XP_046350688.1	Fox	Fox-OG39/NA	Forkhead_domain_E_(410793)	N/A	Manually_annotated_as_Fox-AB
Hruf	XP_046350660.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Hruf	XP_046350687.2	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Hruf	XP_046350714.2	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Hruf	XP_046350712.2	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Hruf	XP_046350708.2	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Mare	XP_052795236.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Mcal	XP_052102496.1	Fox	Fox-OG39/NA	Forkhead_domain_E_(410793)	N/A	Manually_annotated_as_Fox-AB
Mcor	CAC5414394.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Medu	CAG2193762.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Mgal	VDI35942.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Mmar	MMAM00000023830	Fox	Fox-OG39/NA	Forkhead_domain_E_(410793)	N/A	Manually_annotated_as_Fox-AB
Mmer	XP_045215157.2	Fox	Fox-OG39/NA	Forkhead_domain_E_(410793)	N/A	Manually_annotated_as_Fox-AB
Mphi	scaf.7111.0.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Oedu	XP_048737442.2	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Pcan	XP_025078030.1	Fox	Fox-OG39/NA	Forkhead_domain_E_(410793)	N/A	Manually_annotated_as_Fox-AB
Pmax	XP_033750900.1	Fox	Fox-OG39/NA	Forkhead_domain_E_(410793)	N/A	Manually_annotated_as_Fox-AB
Pstr	KAK3601439.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Pstr	KAK3601419.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Pvir	s00189g393	Fox	Fox-OG39/NA	Forkhead_domain_E_(410793)	N/A	Manually_annotated_as_Fox-AB
Pyes	XP_021357612.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Rphi	XP_060589081.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Sbro	EVM0003782.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Scon	Chr5.18	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Sglo	Sgl004401	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Tgra	KAJ8304916.1	Fox	Fox-OG39/NA	Forkhead_domain_L1_(410801)	N/A	Manually_annotated_as_Fox-AB
Airc	Contig120.132	Fox	Fox-P	Forkhead_domain_P_(410807)	FOXP_coiled-coil_domain_(465036)	-
Apur	scaffold.507.3	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Bgla	XP_055882746.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Cang	XP_052680529.1	Fox	Fox-P	Forkhead_domain_P_(410807)	FOXP_coiled-coil_domain_(465036)	-
Cari	EVM0015348.1	Fox	Fox-P	Forkhead_domain_P_(410807)	FOXP_coiled-coil_domain_(465036)	-
Cflu	DN101403.c0.g2.i3.p1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Cgig	XP_011419330.2	Fox	Fox-P	Forkhead_domain_P_(410807)	FOXP_coiled-coil_domain_(465036)	-
Cpli	DN80534.c6.g1.i4.p1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Csin	Hic.asm.12.158	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Cvir	XP_022295865.1	Fox	Fox-P	Forkhead_domain_P_(410807)	FOXP_coiled-coil_domain_(465036)	-
Dpol	XP_052252868.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Gaeg	XP_041347582.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Hruf	XP_048239143.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Lorb	DN59652.c1.g1.i4.p1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Mare	XP_052780914.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Mcal	XP_052101037.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	N/A	-
Mcal	XP_052083749.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	N/A	-
Mcal	XP_052100969.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	N/A	-
Mcal	XP_052061774.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Mchi	DN46200.c0.g1.i1.p1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Mcor	CAC5419517.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Medu	CAG2199156.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Mgal	VDI14555.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	N/A	-
Mgal	VDI50808.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Mgal	VDI50806.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Mgal	VDI50807.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Mmar	MMAM00000012411	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Mmer	XP_053376718.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Mmod	DN2151.c0.g1.i2.p1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Mner	g93547.t1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Mphi	scaf.39347.0.7	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Obim	XP_052822821.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Oedu	XP_055998748.1	Fox	Fox-P	Forkhead_domain_P_(410807)	FOXP_coiled-coil_domain_(465036)	-
Osin	XP_036357858.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Pcan	XP_025106713.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Pcor	DN1820.c0.g1.i26.p1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Pgen	DN35611.c0.g1.i6.p1	Fox	Fox-P	Forkhead_domain_P2_(410839)	N/A	-
Pmar	DN41268.c0.g1.i1.p1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Pmax	XP_033745371.1	Fox	Fox-P	Forkhead_domain_P_(410807)	FOXP_coiled-coil_domain_(465036)	-
